Collection ID	1245
Type	SpectraCollection
Description	2,10 mg/kg
Processing log	Standardized ppm range to 11.7817:0.00043:-2.2. Set reference [0.030000,-0.030000]. Fixed baseline. Cropped ranges: 9.5,0.18. Zeroed ranges: 6.01,5.54;4.9,4.7.
Base sample ID	5421	5422	5423	5424	5425	5426	5427
Time	2	2	2	2	2	2	2
Classification	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg
Sample ID							
Subject ID	183	180	29	30	181	182	28
Sample Description							
Weight							
Units of weight							
Species							
X	Y0	Y1	Y2	Y3	Y4	Y5	Y6
9.39993	0.456404	0.073985	0.052762	-0.07615	-0.136743	0.456286	-0.040497
9.3995	0.384124	-0.169664	0.000298	0.11462	0.141901	0.373899	-0.053149
9.39907	0.406732	-0.065065	-0.111197	0.108056	-0.094977	0.250209	0.109275
9.39864	0.438521	0.127465	-0.168567	-0.16986	0.090346	0.011524	-0.007701
9.39821	0.087839	0.02293	-0.055077	0.158396	0.250927	0.289361	0.297697
9.39778	0.018422	0.069602	0.213912	-0.004205	0.116041	0.238383	0.269049
9.39735	-0.002321	-0.051321	0.193671	-0.009108	0.114012	0.179014	0.381916
9.39692	0.665496	0.064981	0.123391	-0.265185	0.119633	0.224941	0.342357
9.39649	0.738848	0.144204	-0.12476	-0.434126	0.039504	0.092731	0.077145
9.39606	0.641187	0.046797	-0.079959	0.042601	-0.098984	0.034763	0.154501
9.39563	0.47478	-0.062503	-0.179313	0.15243	-0.161865	-0.028262	0.084274
9.3952	0.674415	-0.081811	-0.048572	0.006756	-0.173399	-0.060665	0.130342
9.39477	0.721052	-0.072401	-0.15021	-0.300343	-0.15413	-0.02717	0.186624
9.39434	0.413455	0.071179	-0.01117	-0.099727	-0.113492	-0.089885	0.222386
9.39391	0.727893	0.126701	-0.094938	-0.096238	-0.046568	0.114065	0.118825
9.39348	0.551307	0.095241	0.141992	0.179205	-0.274192	0.037237	0.122483
9.39305	0.57504	-0.005549	-0.106986	0.075514	-0.243653	-0.029512	0.272029
9.39262	0.627889	0.104368	-0.083024	-0.275741	-0.114447	0.053662	0.102569
9.39219	0.834177	0.189938	0.023833	-0.368138	-0.051891	0.093817	-0.166563
9.39176	0.564433	0.138364	-0.031929	-0.223098	-0.040689	0.231934	0.159934
9.39133	0.223223	0.010471	-0.068185	-0.520955	-0.035995	-0.027249	-0.054127
9.3909	0.227156	0.02413	-0.025159	-0.488645	-0.136183	0.05759	-0.001366
9.39047	0.139063	0.001746	-0.103141	-0.067707	-0.186003	0.284964	-0.298884
9.39004	0.071756	0.046674	-0.291876	-0.204573	-0.06486	0.452773	-0.368323
9.38961	0.415458	0.16563	-0.01305	0.248565	-0.088969	0.522447	-0.386908
9.38918	0.742952	0.162831	0.075261	-0.30462	-0.214047	0.474906	0.081663
9.38875	0.602807	0.055116	-0.03984	-0.303296	-0.112162	0.362163	0.159577
9.38832	0.753388	0.073341	-0.202368	-0.423669	-0.19385	0.222004	0.16094
9.38789	0.48339	0.180386	-0.081369	-0.494445	-0.081349	0.244501	0.130642
9.38746	0.45759	0.143392	0.033207	-0.366986	0.037785	0.371815	0.155777
9.38703	0.310135	0.16652	0.094687	-0.480135	-0.053254	0.334176	-0.069447
9.3866	0.308575	0.102935	0.155013	-0.3459	0.005753	0.231236	-0.175175
9.38617	0.374405	0.068795	0.333946	-0.426902	0.04677	0.197395	0.083663
9.38574	0.198988	0.100147	0.101742	-0.332172	-0.015519	0.276126	0.188546
9.38531	0.456977	0.07272	0.229682	-0.287942	-0.057666	0.130747	-0.018364
9.38488	0.528524	-0.067795	0.21877	-0.647473	-0.169657	0.128096	0.407051
9.38445	-0.009967	-0.062923	0.108426	-0.321681	-0.207755	0.096783	0.289665
9.38402	-0.128652	-0.014834	0.15805	-0.420186	-0.250287	-0.039737	0.151414
9.38359	0.296791	0.045053	0.164291	-0.759517	-0.192018	0.157258	0.162879
9.38316	0.372766	0.012819	-0.016672	-0.273554	-0.198789	-0.056239	0.205917
9.38273	0.281929	0.027935	-0.047532	-0.047201	-0.294745	-0.010172	-0.052158
9.3823	0.200223	0.088623	0.091286	0.115245	-0.214076	0.088156	0.159857
9.38187	0.420889	0.08809	0.162513	-0.002146	-0.081886	0.264839	0.14352
9.38144	0.160152	0.160205	0.106708	0.137351	-0.024869	0.304736	0.194141
