Collection ID	10824
Type	SpectraCollection
Description	48,DSFu,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20531	20540	20541	20553	20637	20673	20707	20748	20792	20822	20834	20835
Time	48	48	48	48	48	48	48	48	48	48	48	48
Classification	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	5	6	3	1	2	4	25	29	28	26	30	27
Sample Description												
Weight												
Units of weight												
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12
0.439200	-0.000229	-0.000991	-0.000635	-0.000208	-0.000339	-0.000030	-0.000778	-0.000067	-0.000516	-0.000432	0.000007	0.000630
0.438500	-0.000602	0.000660	-0.001138	0.000233	0.000402	0.000153	0.000479	-0.000629	-0.000471	-0.000302	0.000153	-0.000303
0.437800	-0.000645	0.000364	-0.000835	0.000079	0.000951	0.000262	0.000842	-0.000557	0.000401	-0.000512	0.000625	-0.000363
0.437100	-0.000756	-0.000090	-0.001412	0.000413	-0.000065	-0.000000	0.000714	-0.000157	0.001424	0.000017	-0.000711	-0.000374
0.436400	-0.000167	0.000009	-0.000631	-0.000170	-0.001225	-0.000517	0.000094	-0.000249	-0.000547	0.000237	-0.000097	0.000508
0.435700	-0.000211	-0.000203	0.000388	-0.000310	0.000692	-0.000130	0.000174	0.000079	-0.000144	0.000522	-0.000685	0.000097
0.435000	0.000618	0.000836	0.000921	-0.000751	0.001336	-0.000211	0.000662	0.000500	0.000826	-0.000222	-0.000029	0.000157
0.434300	0.000752	0.000601	-0.000610	-0.000313	0.001170	-0.000458	0.000332	-0.000126	-0.000686	-0.000387	0.000103	-0.001244
0.433600	-0.000385	-0.000594	0.000393	-0.000028	-0.000160	0.000443	0.000466	-0.000401	-0.000845	-0.000618	-0.000030	-0.000557
0.432900	-0.000465	-0.000239	0.000734	0.000711	0.000256	0.000241	0.000454	-0.000064	-0.000425	-0.000444	0.000540	-0.001106
0.432200	-0.000352	0.000022	0.000581	-0.000334	-0.000052	0.000119	-0.000152	-0.000593	-0.000288	-0.000281	0.000022	-0.001013
0.431500	-0.001036	-0.000817	0.000775	-0.000083	0.000177	-0.000724	0.000087	-0.000010	0.000041	-0.000042	0.000196	-0.000477
0.430800	-0.000057	-0.000601	-0.000721	-0.000210	0.000139	-0.000628	-0.000397	0.000430	0.000838	-0.000107	-0.000457	0.000517
0.430100	-0.000249	-0.000116	-0.001584	0.000028	0.000293	-0.000121	-0.000593	-0.000191	0.000422	0.000522	0.000321	0.001496
0.429400	0.000972	0.000814	-0.001153	0.000358	-0.000357	0.000295	-0.001599	-0.000206	0.000000	0.000129	-0.000149	0.000641
0.428700	0.001020	-0.000684	-0.000325	-0.000582	-0.000671	0.001236	-0.000349	0.000009	0.000068	0.001177	-0.000974	0.000092
0.428000	-0.000575	-0.000815	0.000856	-0.000484	-0.000831	-0.000571	-0.000512	-0.000204	0.000109	0.001129	-0.000999	-0.000135
0.427300	-0.000735	0.000167	-0.000015	-0.000343	-0.001900	-0.000496	-0.000164	0.000243	-0.001081	-0.000450	-0.000571	0.000133
0.426600	-0.002398	0.000255	-0.001490	-0.000425	-0.002529	-0.000089	-0.000873	0.000354	0.000035	0.000052	0.000497	0.000310
0.425900	-0.000688	0.000686	-0.000860	-0.000099	0.000474	-0.000358	-0.000111	0.000384	-0.000276	0.000051	-0.000939	0.000881
0.425200	-0.000137	0.001343	-0.001205	-0.000125	0.001026	-0.000371	0.000648	0.000930	-0.000428	-0.000447	-0.001564	0.000556
0.424500	-0.000965	0.001212	-0.000305	-0.001089	0.000555	0.000193	0.000574	0.000562	0.000618	-0.000758	-0.000023	-0.000264
0.423800	-0.000226	-0.000799	0.000581	-0.000231	-0.000913	0.000580	0.000484	0.000611	-0.000959	-0.000316	-0.000786	0.000246
0.423100	0.000005	-0.000514	0.001214	-0.000446	-0.000696	0.000761	0.000225	-0.000453	-0.000221	-0.000147	-0.000286	-0.000264
0.422400	-0.000240	0.000254	-0.000077	0.000524	-0.000446	0.000399	0.000388	-0.000092	-0.000908	-0.000453	0.000583	-0.000417
0.421700	-0.000633	0.000387	-0.000105	0.000754	0.000137	0.000377	-0.000589	0.000137	-0.000046	0.000361	-0.000011	-0.000655
0.421000	0.000225	0.000900	-0.000541	-0.000573	-0.000003	-0.000140	0.001010	0.001051	-0.000419	-0.000034	0.000086	-0.000341
0.420300	0.000150	0.000613	0.000576	-0.000619	0.000430	-0.000030	-0.000720	0.000284	0.000369	-0.000609	0.000312	0.000387
0.419600	0.000881	-0.000292	-0.000731	0.000388	0.001227	0.000385	-0.000326	0.000460	0.001289	0.000066	-0.000341	0.000021
0.418900	0.000014	0.000181	0.000149	0.000520	0.000299	-0.000549	0.000802	0.000041	0.000977	0.000633	-0.000132	0.000575
0.418200	-0.000227	-0.000280	0.000049	-0.000145	-0.001508	-0.000404	0.000514	0.000487	-0.000004	0.000452	0.000654	0.000492
0.417500	-0.000605	-0.001249	0.000036	0.000021	-0.000957	-0.000031	0.000404	-0.000494	0.000610	0.000327	0.000086	0.000405
0.416800	-0.000272	-0.000357	-0.000734	-0.000100	0.000218	-0.000448	-0.000592	-0.001113	0.000239	-0.000313	-0.000123	0.000851
0.416100	-0.000103	-0.000357	-0.000540	0.000166	-0.000482	-0.001446	-0.000215	0.000004	0.000597	0.000129	-0.000384	0.000285
0.415400	0.000097	-0.000463	0.001177	-0.000302	-0.000963	-0.000163	-0.000701	0.000329	-0.000809	-0.000603	-0.000254	-0.000524
0.414700	-0.000251	0.000649	0.000489	-0.000142	-0.001685	0.000027	0.000089	-0.000846	-0.001623	-0.000029	-0.000167	0.000687
0.414000	0.000531	0.000193	0.001135	-0.000368	-0.000561	-0.000183	-0.000593	-0.000331	-0.000200	0.000772	-0.000376	0.000463
0.413300	0.001121	-0.000610	0.000723	0.000259	0.000823	0.000069	0.000044	-0.000027	0.000345	0.000138	0.000449	0.000095
0.412600	0.000387	0.000054	-0.000733	0.000003	0.001094	0.000191	0.000516	-0.000406	-0.000105	-0.000326	0.000405	0.000350
0.411900	0.000022	0.000655	0.000496	0.000334	0.000021	-0.000260	0.000371	-0.000920	0.001206	-0.000254	0.000236	0.000247
0.411200	0.000336	-0.000036	0.000378	0.000260	0.000596	0.000306	-0.000108	-0.000779	0.000419	-0.000718	0.001252	-0.000346
0.410500	0.000142	0.000266	0.001109	0.001362	0.000648	0.000905	-0.000806	0.000624	0.000530	0.000754	0.000407	-0.000707
0.409800	0.000616	-0.000123	0.001643	0.001145	0.000416	0.000474	0.000116	0.001027	0.000346	0.000123	-0.000927	0.000413
0.409100	0.000132	-0.000346	0.001319	0.000173	-0.000196	-0.000668	0.000078	-0.000097	-0.000449	0.000216	-0.000416	-0.000140
0.408400	0.000763	-0.000407	0.000750	-0.000408	-0.000785	-0.000346	-0.000189	-0.000030	0.000227	-0.000099	0.000692	0.000381
0.407700	0.000203	0.000190	-0.000074	-0.000539	0.000287	-0.000445	-0.000086	0.000047	0.000300	-0.000191	0.000274	-0.000167
0.407000	-0.000546	-0.000014	-0.000091	-0.000362	0.000751	0.000527	0.000131	0.000060	-0.000944	0.000219	0.000265	-0.000229
0.406300	-0.000319	-0.000102	0.000364	-0.000155	-0.001606	0.000655	-0.000227	0.000260	-0.000449	-0.000133	0.001002	-0.000157
0.405600	0.000195	0.001251	-0.000104	0.000170	-0.001684	0.000066	0.000608	-0.001190	-0.000146	0.001021	0.000474	-0.000473
0.404900	-0.000611	0.000209	-0.000793	0.000385	-0.000972	0.000362	0.001242	-0.000532	-0.001024	0.000258	0.000010	-0.000250
0.404200	-0.000920	-0.000705	-0.000271	0.000670	-0.000165	-0.000320	0.000460	0.000169	-0.001249	-0.000420	-0.000103	-0.000443
0.403500	0.000670	-0.000283	-0.000477	-0.000066	-0.000819	-0.000911	0.000015	0.000424	-0.000183	-0.001406	-0.000138	0.000888
0.402800	0.000737	0.000305	-0.001344	0.000418	-0.000634	0.000388	0.000299	-0.000183	0.000543	-0.000129	-0.000291	0.000471
0.402100	0.000349	0.000679	-0.000109	0.000677	0.000555	0.000322	-0.000213	-0.000249	0.000873	0.000777	-0.000490	0.000996
0.401400	-0.000167	0.000110	0.001094	0.000092	0.000571	-0.000232	0.000327	0.000379	-0.000188	0.001106	-0.000316	0.000399
0.400700	-0.000687	0.000605	0.000337	0.000005	0.000534	0.000458	-0.000540	0.000334	0.000200	-0.000291	0.000139	0.000357
0.400000	-0.000318	0.000975	-0.000109	-0.000661	-0.000020	0.000337	-0.000903	0.000209	0.000572	0.000101	0.000265	0.000059
0.399300	0.000598	-0.000229	-0.000016	-0.000445	0.000512	0.000108	-0.000254	-0.000216	-0.000206	-0.000397	0.000455	-0.000309
0.398600	0.001059	-0.000046	-0.000597	-0.000272	0.000028	-0.000068	-0.000325	-0.000250	-0.001213	-0.000329	0.000585	-0.000389
0.397900	0.000230	-0.000520	-0.000255	-0.000254	0.000312	0.000241	-0.000731	0.000132	-0.001828	-0.001159	0.000382	-0.000495
0.397200	-0.000107	-0.000165	-0.000207	-0.000116	0.000945	-0.000040	-0.000344	-0.000187	0.000795	-0.000429	0.001050	0.000230
0.396500	-0.000023	0.000575	-0.000330	-0.000707	0.000783	-0.000082	0.000191	-0.000508	0.001087	-0.000266	0.000653	-0.000130
0.395800	0.000283	0.000549	0.000030	-0.000094	0.000020	-0.000297	0.000478	-0.000581	0.000203	0.000186	0.000166	-0.000372
0.395100	0.000544	0.000233	0.000072	-0.000062	-0.000240	-0.000181	0.000068	-0.000715	0.000461	0.000148	-0.000314	0.000119
0.394400	0.000248	0.000758	0.000457	-0.000847	0.001120	-0.000239	0.000035	0.000808	-0.000064	-0.000977	-0.000187	0.000114
0.393700	-0.000241	0.000854	0.000319	-0.000357	0.001703	0.000187	-0.000444	-0.000087	-0.000371	-0.000211	-0.000064	0.000719
0.393000	0.000418	-0.000449	0.000582	-0.000193	0.001152	0.000609	-0.000054	-0.000329	-0.000233	-0.000372	-0.000115	0.000589
0.392300	-0.000167	-0.000646	-0.000566	-0.000369	0.000495	0.000314	0.000404	-0.000101	0.000122	-0.000764	-0.000762	-0.000067
0.391600	-0.000144	-0.000803	-0.000997	-0.000313	-0.000571	0.000173	0.000424	-0.000423	0.000583	0.000761	-0.001401	0.000391
0.390900	0.000069	-0.000296	0.000236	-0.000423	-0.001152	0.000565	0.000782	-0.000408	0.000514	0.000733	-0.000863	-0.000113
0.390200	-0.000646	0.000296	0.000495	0.000303	-0.001042	0.000664	-0.000286	-0.000270	0.000945	-0.000351	0.000064	-0.000799
0.389500	-0.000683	-0.000118	-0.000811	-0.000030	-0.000495	0.000048	0.000244	0.000390	0.001271	-0.000072	-0.000075	-0.000304
0.388800	-0.000450	-0.001115	0.000323	-0.000383	-0.000440	0.000495	0.000441	0.000271	0.000626	0.000260	-0.000180	-0.000464
0.388100	-0.000299	-0.001000	-0.000014	-0.000291	-0.000203	0.000365	-0.000143	0.000184	0.000422	-0.000853	-0.000074	0.000330
0.387400	0.000303	0.000020	0.000451	-0.000689	-0.000159	-0.000328	0.000095	-0.000366	-0.001151	0.000329	-0.000084	0.001582
0.386700	-0.000298	-0.000091	0.000993	-0.000377	0.000336	-0.000676	0.000617	-0.000090	0.000736	0.000324	-0.000378	0.000032
0.386000	-0.000576	-0.000797	0.000620	-0.000703	0.000118	0.000393	0.001213	-0.000387	0.000528	-0.000100	-0.000580	0.000500
0.385300	0.000101	-0.000285	0.000343	0.000085	-0.000567	-0.000872	0.000415	-0.000343	0.000150	0.000244	0.000599	0.000163
0.384600	0.000090	-0.000056	-0.000019	0.000108	0.000152	-0.000307	-0.000701	0.000064	-0.000997	0.000459	-0.000246	0.000042
0.383900	0.000408	-0.000062	-0.001078	-0.000062	0.000224	-0.000574	-0.000199	0.000874	-0.000254	-0.000362	0.000573	0.000595
0.383200	-0.000266	-0.000906	-0.000830	-0.000127	0.000129	-0.000132	-0.000205	0.000828	0.000772	0.000297	-0.000579	0.000032
0.382500	-0.000032	-0.000564	-0.000153	0.000737	0.001234	-0.000022	-0.002098	0.001024	0.000313	-0.000855	-0.000487	0.000856
0.381800	-0.001234	0.000141	0.000500	0.001163	-0.000525	0.000284	-0.001405	0.000782	-0.000010	-0.000726	-0.000584	0.000454
0.381100	-0.000426	0.000272	-0.000020	0.000610	0.000789	-0.000331	-0.000268	-0.000450	-0.000280	0.000785	-0.000607	0.000503
0.380400	0.000214	0.000277	-0.001054	0.000001	0.000332	0.000445	-0.000226	-0.000173	-0.001185	0.001954	-0.000259	-0.000508
0.379700	0.000870	0.000580	-0.001282	-0.000621	0.001060	0.000312	-0.000334	0.000476	0.000551	-0.000211	0.000466	-0.000877
0.379000	0.000525	0.000223	0.000935	-0.000251	-0.000476	0.000063	0.000114	-0.000393	-0.000085	0.000640	-0.000205	-0.000375
0.378300	0.000226	-0.000098	0.000162	0.000165	-0.000583	-0.000139	0.000467	-0.000278	-0.000501	0.000326	-0.000050	-0.000358
0.377600	-0.000285	-0.000786	0.000744	0.000730	-0.000448	0.000009	-0.000098	-0.000234	-0.000400	-0.000657	0.000858	-0.001202
0.376900	0.000434	-0.000215	0.000335	0.000780	-0.000210	-0.000757	-0.000569	-0.000565	-0.001112	-0.000175	-0.000371	-0.000973
0.376200	-0.000770	-0.000551	0.000598	0.000460	0.000910	-0.000234	0.001031	-0.000014	0.001166	0.000075	-0.000838	-0.000694
0.375500	-0.000057	-0.000134	-0.000014	-0.000251	0.000069	-0.000457	0.001260	-0.000054	-0.000058	0.000167	-0.000527	-0.000788
0.374800	-0.000680	0.000978	-0.001486	-0.000406	0.000100	-0.000462	0.000793	-0.000307	-0.000744	-0.000203	0.000966	-0.001167
0.374100	0.000154	0.000904	-0.000693	-0.000636	0.000203	-0.000972	0.000162	0.000242	0.000559	0.000864	0.000565	0.000471
0.373400	0.000464	0.000657	-0.000169	-0.000334	-0.001322	-0.000322	0.000225	0.000927	0.000990	0.000407	0.000435	-0.000773
0.372700	-0.000032	0.000213	0.000024	0.000038	-0.001292	-0.000562	-0.001004	0.000014	-0.000010	0.001186	0.000307	0.000004
0.372000	-0.001201	-0.000303	-0.000315	-0.000136	0.000110	-0.000343	-0.001281	-0.000662	-0.001150	-0.000442	0.000726	-0.000081
0.371300	-0.000953	-0.000752	-0.000117	-0.000195	0.000518	-0.000183	-0.000367	-0.000346	-0.000169	0.000055	0.000505	0.000370
0.370600	-0.000344	0.000364	0.000228	0.000142	0.001051	-0.000458	0.000388	0.000581	0.000541	0.001118	0.000086	0.000280
0.369900	0.000964	0.000790	0.000721	0.000344	0.001375	-0.000145	0.000278	-0.000253	-0.001276	0.000344	0.000513	-0.000891
0.369200	-0.000329	0.000280	0.000756	0.000565	-0.000309	0.000986	-0.000478	-0.000319	-0.000981	0.000053	-0.000030	-0.000258
0.368500	0.000297	0.000726	-0.000334	-0.000526	0.000004	0.000181	0.000434	-0.000200	-0.000642	0.000862	-0.000001	0.000414
0.367800	-0.000077	0.000198	-0.000655	0.000192	-0.000182	-0.000003	0.000117	0.000077	-0.000228	0.000684	-0.000350	-0.000674
0.367100	-0.000191	-0.000226	-0.000737	-0.000235	0.000389	0.000018	0.000148	0.000436	-0.000219	0.000677	-0.000807	-0.000078
0.366400	-0.000176	0.000415	0.000506	0.000084	-0.000344	-0.000157	-0.000829	0.000047	0.000047	0.001206	0.000337	-0.000264
0.365700	0.000935	0.000787	0.000386	-0.000534	-0.000714	-0.000366	-0.000041	-0.000575	-0.000130	-0.000039	0.000214	-0.000098
0.365000	0.000161	0.000473	-0.000187	-0.000088	0.000391	0.000024	0.000349	-0.000119	-0.000191	-0.000624	-0.000721	-0.000563
0.364300	0.000217	-0.000701	-0.000484	0.000081	-0.000863	0.000583	0.001294	-0.000028	0.000317	-0.000800	0.000296	-0.000487
0.363600	0.000438	0.000562	-0.001373	0.000039	0.000563	0.000628	0.001229	-0.001016	0.001183	-0.000510	0.000113	-0.000120
0.362900	0.000204	-0.000049	-0.000429	0.001138	0.000587	0.000670	0.000527	-0.000359	0.000696	-0.000830	-0.000618	0.000657
0.362200	0.000589	-0.000108	0.000431	0.000884	0.000250	0.000624	-0.000152	0.000151	0.000307	-0.000696	-0.000202	0.000812
0.361500	0.000668	-0.000735	0.000188	0.000216	-0.000115	0.000674	0.000062	-0.000328	-0.000321	-0.000779	0.000213	0.000940
0.360800	-0.000195	0.000647	-0.000678	-0.000333	-0.000905	0.000251	-0.000242	0.001318	0.000464	-0.000494	0.000826	0.000070
0.360100	-0.000008	0.000483	0.000383	0.000236	-0.000179	0.000002	-0.000391	0.002003	0.001375	-0.000036	0.000899	-0.000129
0.359400	0.000908	0.000979	-0.000144	-0.000034	0.000168	0.000012	-0.000092	-0.000222	0.000119	-0.001105	0.000105	0.000111
0.358700	0.000498	-0.000162	0.000565	0.000024	0.001054	-0.000149	0.000063	0.000301	-0.000810	-0.000624	-0.000536	0.000155
0.358000	0.000547	-0.000802	-0.000171	0.000356	0.000107	0.000067	-0.000219	-0.000405	-0.000331	0.000526	-0.000647	-0.000081
0.357300	0.000712	-0.000360	-0.000718	0.000333	-0.000180	0.000214	-0.001079	0.000800	-0.000532	0.000117	-0.000514	-0.000965
0.356600	0.000140	0.000050	0.000974	0.000658	0.000799	0.000200	0.000072	0.000251	0.000661	-0.000727	-0.000692	-0.001364
0.355900	-0.000546	0.000456	0.000635	-0.000341	-0.000188	0.000298	0.000841	0.000182	0.001084	-0.000092	0.000714	-0.001046
0.355200	-0.000183	-0.000139	0.000746	-0.000655	-0.000467	-0.000063	-0.000242	0.000267	0.000258	-0.000117	0.000277	-0.000159
0.354500	-0.000123	-0.000298	0.001324	0.000366	-0.000458	-0.000222	-0.000260	0.000001	0.000154	-0.000489	-0.000419	0.000615
0.353800	0.000591	0.000348	0.000017	-0.000816	-0.000554	-0.000268	0.000296	0.000359	0.000177	0.000402	-0.000747	-0.000462
0.353100	-0.000640	-0.000549	0.001010	0.000797	-0.000510	-0.000666	0.000392	-0.000110	0.000403	-0.000228	0.000369	-0.000128
0.352400	-0.000245	-0.000314	-0.001237	0.000146	0.000358	-0.000367	-0.000024	-0.000605	0.000386	-0.000217	0.000367	0.001378
0.351700	-0.000648	0.000369	0.000031	0.000036	0.000716	-0.000335	-0.000418	-0.000486	-0.000014	0.000431	0.000446	0.000200
0.351000	-0.000143	0.000531	-0.000161	0.000919	-0.000417	0.000229	0.001108	-0.000413	-0.000673	-0.000594	-0.000026	-0.000475
0.350300	-0.000468	0.000087	-0.000664	-0.000174	-0.001094	0.000195	0.000047	-0.000099	-0.000713	-0.000135	0.000362	-0.000348
0.349600	-0.000453	0.000012	-0.000357	0.000506	-0.000943	0.000498	-0.000297	0.000623	0.000400	-0.000151	-0.000137	0.000287
0.348900	-0.000779	-0.001139	-0.000690	-0.000754	-0.000489	0.000255	-0.000490	0.000621	0.000043	0.000536	-0.000660	0.000346
0.348200	-0.001153	-0.000021	-0.000340	-0.000825	0.000957	0.000230	-0.000781	0.000456	-0.000155	0.000672	-0.000270	-0.000139
0.347500	-0.000692	0.000295	-0.000230	-0.000217	-0.000530	-0.000785	-0.000136	0.000420	-0.000504	0.000783	-0.000737	0.000497
0.346800	-0.000077	-0.000681	-0.001735	0.000020	-0.001284	-0.000524	-0.000306	-0.000327	-0.000272	0.000509	-0.000297	0.000301
0.346100	0.000130	-0.000032	0.000610	0.000497	-0.001417	-0.000605	0.001383	0.000719	-0.000754	0.000533	0.000550	0.000391
0.345400	0.000356	0.000862	0.000342	-0.000424	-0.000830	-0.000536	-0.000604	0.001093	-0.000355	-0.000274	0.000316	-0.000365
0.344700	-0.000124	0.000087	-0.000032	0.000538	-0.000735	-0.000772	0.000152	0.000051	0.000139	-0.000697	-0.000310	0.000812
0.344000	0.000230	-0.000189	0.000983	0.000145	0.000479	-0.000482	0.000089	-0.000569	-0.000237	0.000463	-0.000043	0.000642
0.343300	0.000668	-0.001295	0.000491	-0.000337	0.000277	0.000192	-0.000470	-0.000518	0.000485	-0.000323	0.000181	0.000127
0.342600	-0.000563	0.000017	0.001517	-0.000947	-0.000458	0.000024	-0.000978	-0.000217	0.000134	0.000105	0.000321	-0.000085
0.341900	0.000056	-0.000259	0.000423	-0.000241	0.000274	0.000542	-0.001078	0.000083	0.000293	0.000499	0.000011	0.000376
0.341200	0.000310	-0.001333	-0.000390	-0.000128	0.000509	0.000729	-0.000523	0.000771	0.000333	-0.000238	0.000031	-0.000586
0.340500	-0.000329	-0.001034	-0.000053	0.000103	-0.000240	-0.000619	-0.000242	0.001501	-0.000572	-0.000454	0.000063	-0.000536
0.339800	0.000639	0.000221	-0.000261	0.000218	-0.000619	-0.001460	-0.000284	0.000536	-0.000243	-0.000177	0.000299	0.000415
0.339100	0.000532	0.000248	-0.000985	0.000462	-0.000197	-0.000377	-0.000232	0.000024	0.000112	-0.000680	0.001546	0.000062
0.338400	-0.000110	-0.000049	-0.001176	-0.000633	0.000880	-0.000603	-0.000465	0.000203	0.001149	-0.000703	0.000840	-0.000100
0.337700	-0.000660	-0.000995	-0.000697	-0.000509	-0.000004	0.000702	0.000161	-0.000476	-0.000062	0.000121	-0.000283	0.000082
0.337000	-0.000338	-0.000293	-0.000476	-0.000461	-0.000295	-0.000226	-0.000558	-0.001436	-0.000863	0.000405	-0.000179	0.000522
0.336300	-0.000205	0.000714	-0.000274	0.000070	0.000159	-0.000260	0.000553	0.000461	-0.000517	-0.000083	0.000303	0.000050
0.335600	-0.000404	0.001097	0.000330	-0.000503	0.000726	0.000130	-0.000450	-0.000100	-0.000002	0.000213	-0.000283	0.000017
0.334900	0.000171	-0.000026	-0.000646	0.000364	0.000754	-0.000547	-0.000019	-0.000414	-0.000130	-0.000190	-0.000378	0.000036
0.334200	-0.000325	0.000397	-0.000685	-0.000274	0.000960	-0.000069	-0.000494	-0.001077	-0.001123	0.000479	-0.000391	-0.000344
0.333500	-0.000674	-0.001079	-0.001128	-0.000804	0.000292	0.001096	0.000196	-0.000586	-0.000447	0.000244	0.000276	-0.001069
0.332800	0.000111	-0.000310	-0.001483	-0.001164	0.001016	0.000453	0.000499	-0.000103	-0.000512	0.000662	-0.000186	-0.000060
0.332100	0.000088	0.000464	-0.000990	-0.000048	0.001558	0.000033	0.000248	-0.000082	-0.000694	0.000017	-0.000060	-0.001189
0.331400	0.000360	-0.000186	-0.000334	0.000619	-0.000531	0.000570	0.000250	-0.000238	0.000014	0.000427	-0.000146	-0.000087
0.330700	0.000662	-0.000255	0.001000	-0.000358	0.000195	-0.000045	0.000793	-0.000510	-0.000278	0.000541	0.000165	0.000154
0.330000	-0.000287	-0.000330	0.000607	-0.000483	0.000500	0.000023	0.000024	-0.000745	-0.000135	-0.000136	0.000154	-0.000122
0.329300	-0.000343	0.001103	0.001017	-0.000679	-0.000696	0.000891	-0.000453	-0.000662	0.000162	-0.000423	0.000299	0.000449
0.328600	-0.001301	0.000438	0.000522	-0.000325	-0.001968	-0.000627	0.000043	-0.000717	-0.000308	-0.000907	0.000096	0.000411
0.327900	-0.000215	-0.000453	0.000671	-0.000636	-0.000637	-0.000142	0.000173	-0.000097	-0.000903	-0.000316	-0.000752	0.000765
0.327200	0.000528	-0.001076	0.000620	-0.001043	-0.000983	0.000513	-0.000453	0.000460	0.000370	-0.000249	-0.000660	-0.000503
0.326500	-0.000084	-0.000873	0.000774	0.000016	-0.000380	-0.000070	0.000279	0.000262	0.000837	0.000257	-0.000462	-0.000106
0.325800	-0.000107	0.000184	0.002063	0.000263	-0.000433	0.000595	0.000354	0.000081	-0.000148	0.001280	-0.000537	-0.000402
0.325100	0.000071	0.000267	0.001667	-0.000382	0.000432	0.000690	0.001179	0.000740	0.000084	0.000269	-0.000370	-0.000585
0.324400	-0.000092	-0.000964	0.000084	0.000182	0.000366	-0.000106	0.000152	-0.000005	0.000317	-0.000480	-0.000242	-0.000193
0.323700	0.000226	-0.000469	-0.000781	0.000378	-0.000984	0.000178	-0.000195	0.000017	0.000973	-0.000858	0.000428	-0.000582
0.323000	0.000203	0.000277	-0.000533	0.000730	-0.000753	-0.000522	0.000097	0.000076	-0.000383	-0.000152	-0.000020	-0.000483
0.322300	0.000045	0.000040	0.000340	0.000910	0.000228	-0.000262	0.000701	0.000299	-0.000190	0.000422	-0.001089	0.000255
0.321600	0.000078	-0.000184	0.000811	0.000903	0.000263	0.000419	0.000625	-0.000050	0.000010	-0.000178	0.000214	0.000646
0.320900	-0.000433	-0.000449	-0.000663	-0.000371	-0.000315	0.000262	0.000816	-0.000850	-0.000136	-0.000289	-0.000513	0.000018
0.320200	-0.000022	0.000059	-0.000846	-0.000056	0.000380	0.000203	0.001224	-0.000411	-0.000083	-0.000525	-0.000432	0.000339
0.319500	0.000523	0.000504	-0.001030	-0.000252	-0.000137	-0.000168	0.000042	0.000000	0.000591	-0.000959	0.000455	-0.000177
0.318800	0.000110	-0.000200	-0.002325	0.000265	-0.000360	-0.000062	-0.000385	0.000509	0.000916	-0.000628	0.000258	-0.000237
0.318100	0.000206	-0.000423	-0.001251	-0.000235	-0.000204	-0.000228	-0.001186	-0.000924	-0.000456	0.000137	-0.000372	0.000017
0.317400	-0.000278	0.000877	0.000067	0.000201	-0.000995	-0.001235	-0.001579	-0.001207	-0.000063	0.001210	-0.000080	-0.001045
0.316700	-0.000303	0.000488	0.000881	-0.000293	0.000553	-0.000811	-0.001036	-0.000251	0.000787	-0.000291	-0.000014	-0.000830
