HMDB_metabolite_name	Peak_position(ppm)	Peak_Intensity	Multiplet_type	Multiplet_Centre(ppm)	Multiplet_Start(ppm)	Multiplet_End(ppm)
2-Ketobutyric acid	 2.78 	 0.1939 	 q	 2.76	 2.71	 2.8
2-Ketobutyric acid	 2.77 	 0.5910 	 q	 2.76	 2.71	 2.8
2-Ketobutyric acid	 2.75 	 0.6006 	 q	 2.76	 2.71	 2.8
2-Ketobutyric acid	 2.74 	 0.2044 	 q	 2.76	 2.71	 2.8
2-Ketobutyric acid	 1.08 	 0.5044 	 t	 1.07	 1.02	 1.11
2-Ketobutyric acid	 1.07 	 1.0000 	 t	 1.07	 1.02	 1.11
2-Ketobutyric acid	 1.06 	 0.4961 	 t	 1.07	 1.02	 1.11
2-Ketobutyric acid	 1.08 	 0.5044 	 t	 1.07	 1.02	 1.11
2-Ketobutyric acid	 1.07 	 1.0000 	 t	 1.07	 1.02	 1.11
2-Ketobutyric acid	 1.06 	 0.4961 	 t	 1.07	 1.02	 1.11
2-Hydroxybutyric acid	 0.874	 0.4592	 t	 0.886	 0.842	 0.923
2-Hydroxybutyric acid	 0.886	 1.0000	 t	 0.886	 0.842	 0.923
2-Hydroxybutyric acid	 0.899	 0.4888	 t	 0.886	 0.842	 0.923
2-Hydroxybutyric acid	 1.617	 0.0450	 m	 1.644	 1.594	 1.685
2-Hydroxybutyric acid	 1.641	 0.1188	 m	 1.644	 1.594	 1.685
2-Hydroxybutyric acid	 1.653	 0.1091	 m	 1.644	 1.594	 1.685
2-Hydroxybutyric acid	 1.664	 0.0716	 m	 1.644	 1.594	 1.685
2-Hydroxybutyric acid	 1.707	 0.0688	 m	 1.727	 1.688	 1.785
2-Hydroxybutyric acid	 1.714	 0.0716	 m	 1.727	 1.688	 1.785
2-Hydroxybutyric acid	 1.719	 0.0738	 m	 1.727	 1.688	 1.785
2-Hydroxybutyric acid	 1.727	 0.0802	 m	 1.727	 1.688	 1.785
2-Hydroxybutyric acid	 1.743	 0.0440	 m	 1.727	 1.688	 1.785
2-Hydroxybutyric acid	 1.750	 0.0415	 m	 1.727	 1.688	 1.785
2-Hydroxybutyric acid	 3.981	 0.1173	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.989	 0.1275	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.992	 0.1288	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 4.000	 0.1201	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 4.000	 0.1201	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.981	 0.1173	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.989	 0.1275	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.992	 0.1288	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 4.000	 0.1201	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 4.000	 0.1201	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.981	 0.1173	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.989	 0.1275	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 3.992	 0.1288	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 4.000	 0.1201	 dd	 3.991	 3.964	 4.014
2-Hydroxybutyric acid	 4.000	 0.1201	 dd	 3.991	 3.964	 4.014
Carnosine	 2.66	 0.0373	 dt	 2.68	 2.66	 2.71
Carnosine	 2.66	 0.1152	 dt	 2.68	 2.66	 2.71
Carnosine	 2.67	 0.2407	 dt	 2.68	 2.66	 2.71
Carnosine	 2.68	 0.1309	 dt	 2.68	 2.66	 2.71
Carnosine	 2.69	 0.1340	 dt	 2.68	 2.66	 2.71
Carnosine	 2.69	 0.1809	 dt	 2.68	 2.66	 2.71
Carnosine	 2.70	 0.1290	 dt	 2.68	 2.66	 2.71
Carnosine	 2.71	 0.0388	 dt	 2.68	 2.66	 2.71
Carnosine	 2.66	 0.0373	 dt	 2.68	 2.66	 2.71
Carnosine	 2.66	 0.1152	 dt	 2.68	 2.66	 2.71
Carnosine	 2.67	 0.2407	 dt	 2.68	 2.66	 2.71
Carnosine	 2.68	 0.1309	 dt	 2.68	 2.66	 2.71
Carnosine	 2.69	 0.1340	 dt	 2.68	 2.66	 2.71
Carnosine	 2.69	 0.1809	 dt	 2.68	 2.66	 2.71
Carnosine	 2.70	 0.1290	 dt	 2.68	 2.66	 2.71
Carnosine	 2.71	 0.0388	 dt	 2.68	 2.66	 2.71
Carnosine	 2.66	 0.0373	 dt	 2.68	 2.66	 2.71
Carnosine	 2.66	 0.1152	 dt	 2.68	 2.66	 2.71
Carnosine	 2.67	 0.2407	 dt	 2.68	 2.66	 2.71
Carnosine	 2.68	 0.1309	 dt	 2.68	 2.66	 2.71
Carnosine	 2.69	 0.1340	 dt	 2.68	 2.66	 2.71
Carnosine	 2.69	 0.1809	 dt	 2.68	 2.66	 2.71
Carnosine	 2.70	 0.1290	 dt	 2.68	 2.66	 2.71
Carnosine	 2.71	 0.0388	 dt	 2.68	 2.66	 2.71
Carnosine	 3.01	 0.1038	 dd	 3.03	 3	 3.06
Carnosine	 3.03	 0.1049	 dd	 3.03	 3	 3.06
Carnosine	 3.04	 0.1446	 dd	 3.03	 3	 3.06
Carnosine	 3.05	 0.1440	 dd	 3.03	 3	 3.06
Carnosine	 3.01	 0.1038	 dd	 3.03	 3	 3.06
Carnosine	 3.03	 0.1049	 dd	 3.03	 3	 3.06
Carnosine	 3.04	 0.1446	 dd	 3.03	 3	 3.06
Carnosine	 3.05	 0.1440	 dd	 3.03	 3	 3.06
Carnosine	 3.17	 0.1269	 dd	 3.19	 3.16	 3.21
Carnosine	 3.18	 0.1337	 dd	 3.19	 3.16	 3.21
Carnosine	 3.19	 0.0965	 dd	 3.19	 3.16	 3.21
Carnosine	 3.19	 0.0958	 dd	 3.19	 3.16	 3.21
Carnosine	 3.20	 0.0968	 dd	 3.19	 3.16	 3.21
Carnosine	 3.20	 0.0955	 dd	 3.19	 3.16	 3.21
Carnosine	 3.21	 0.0417	 dd	 3.19	 3.16	 3.21
Carnosine	 3.17	 0.1269	 dd	 3.19	 3.16	 3.21
Carnosine	 3.18	 0.1337	 dd	 3.19	 3.16	 3.21
Carnosine	 3.19	 0.0965	 dd	 3.19	 3.16	 3.21
Carnosine	 3.19	 0.0958	 dd	 3.19	 3.16	 3.21
Carnosine	 3.20	 0.0968	 dd	 3.19	 3.16	 3.21
Carnosine	 3.20	 0.0955	 dd	 3.19	 3.16	 3.21
Carnosine	 3.21	 0.0417	 dd	 3.19	 3.16	 3.21
Carnosine	 3.23	 0.1968	 dt	 3.24	 3.22	 3.26
Carnosine	 3.23	 0.1799	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.3320	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.2338	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.2430	 dt	 3.24	 3.22	 3.26
Carnosine	 3.25	 0.1666	 dt	 3.24	 3.22	 3.26
Carnosine	 3.25	 0.1686	 dt	 3.24	 3.22	 3.26
Carnosine	 3.26	 0.0326	 dt	 3.24	 3.22	 3.26
Carnosine	 3.23	 0.1968	 dt	 3.24	 3.22	 3.26
Carnosine	 3.23	 0.1799	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.3320	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.2338	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.2430	 dt	 3.24	 3.22	 3.26
Carnosine	 3.25	 0.1666	 dt	 3.24	 3.22	 3.26
Carnosine	 3.25	 0.1686	 dt	 3.24	 3.22	 3.26
Carnosine	 3.26	 0.0326	 dt	 3.24	 3.22	 3.26
Carnosine	 3.23	 0.1968	 dt	 3.24	 3.22	 3.26
Carnosine	 3.23	 0.1799	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.3320	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.2338	 dt	 3.24	 3.22	 3.26
Carnosine	 3.24	 0.2430	 dt	 3.24	 3.22	 3.26
Carnosine	 3.25	 0.1666	 dt	 3.24	 3.22	 3.26
Carnosine	 3.25	 0.1686	 dt	 3.24	 3.22	 3.26
Carnosine	 3.26	 0.0326	 dt	 3.24	 3.22	 3.26
Carnosine	 4.47	 0.0382	 m	 4.48	 4.45	 4.51
Carnosine	 4.48	 0.0750	 m	 4.48	 4.45	 4.51
Carnosine	 4.49	 0.0710	 m	 4.48	 4.45	 4.51
Carnosine	 4.50	 0.0305	 m	 4.48	 4.45	 4.51
Carnosine	 7.09	 0.4358	 s	 7.09	 7.06	 7.11
Carnosine	 8.07	 0.4069	 s	 8.08	 7.96	 8.17
Carnosine	 8.08	 0.4412	 s	 8.08	 7.96	 8.17
Carnosine	 8.07	 0.4069	 s	 8.08	 7.96	 8.17
Carnosine	 8.08	 0.4412	 s	 8.08	 7.96	 8.17
Butyric acid	 2.16 	 0.3168 	 t	 2.14	 2.09	 2.21
Butyric acid	 2.14 	 0.6406 	 t	 2.14	 2.09	 2.21
Butyric acid	 2.13 	 0.3629 	 t	 2.14	 2.09	 2.21
Butyric acid	 1.58 	 0.0410 	 tq	 1.55	 1.49	 1.6
Butyric acid	 1.57 	 0.1879 	 tq	 1.55	 1.49	 1.6
Butyric acid	 1.55 	 0.3631 	 tq	 1.55	 1.49	 1.6
Butyric acid	 1.54 	 0.3696 	 tq	 1.55	 1.49	 1.6
Butyric acid	 1.52 	 0.1983 	 tq	 1.55	 1.49	 1.6
Butyric acid	 1.51 	 0.0451 	 tq	 1.55	 1.49	 1.6
Butyric acid	 0.90 	 0.4984 	 t	 0.88	 0.85	 0.92
Butyric acid	 0.88 	 1.0000 	 t	 0.88	 0.85	 0.92
Butyric acid	 0.87 	 0.4754 	 t	 0.88	 0.85	 0.92
Butyric acid	 0.90 	 0.4984 	 t	 0.88	 0.85	 0.92
Butyric acid	 0.88 	 1.0000 	 t	 0.88	 0.85	 0.92
Butyric acid	 0.87 	 0.4754 	 t	 0.88	 0.85	 0.92
Betaine	 3.89 	 0.1878 	 s	 3.89	 3.84	 3.93
Betaine	 3.25 	 1.0000 	 s	 3.25	 3.19	 3.31
Betaine	 3.25 	 1.0000 	 s	 3.25	 3.19	 3.31
Creatine	 3.92 	 0.5503 	 s	 3.92	 3.85	 3.94
Creatine	 3.02 	 1.0000 	 s	 3.02	 2.98	 3.07
Creatine	 3.02 	 1.0000 	 s	 3.02	 2.98	 3.07
cis-Aconitic acid	 3.43	 0.9490	 d	 3.43	 3.42	 3.45
cis-Aconitic acid	 3.44	 1.0000	 d	 3.43	 3.42	 3.45
cis-Aconitic acid	 6.58	 0.4805	 s	 6.58	 6.56	 6.59
cis-Aconitic acid	 6.58	 0.4805	 s	 6.58	 6.56	 6.59
Dimethylamine	 2.50 	 1.0000 	 s	 2.5	 2.49	 2.51
Dimethylamine	 2.50 	 1.0000 	 s	 2.5	 2.49	 2.51
Dimethylglycine	 2.91	 1.0000	 s	 2.91	 2.9	 2.93
Dimethylglycine	 3.71	 0.2757	 s	 3.71	 3.7	 3.72
Dimethylglycine	 3.71	 0.2757	 s	 3.71	 3.7	 3.72
Citric acid	 2.67 	 0.6328 	 d	 2.65	 2.61	 2.7
Citric acid	 2.64 	 0.9238 	 d	 2.65	 2.61	 2.7
Citric acid	 2.54 	 1.0000 	 d	 2.53	 2.48	 2.57
Citric acid	 2.51 	 0.5785 	 d	 2.53	 2.48	 2.57
Citric acid	 2.54 	 1.0000 	 d	 2.53	 2.48	 2.57
Citric acid	 2.51 	 0.5785 	 d	 2.53	 2.48	 2.57
Glycolic acid	 3.94 	 1.0000	 s	 3.94	 3.8	 4.06
Glycolic acid	 3.94 	 1.0000	 s	 3.94	 3.8	 4.06
D-Glucose	 3.25 	 0.5760	 m	 3.23	 3.2	 3.26
D-Glucose	 3.23 	 0.7039	 m	 3.23	 3.2	 3.26
D-Glucose	 3.22 	 0.5007	 m	 3.23	 3.2	 3.26
D-Glucose	 3.54 	 0.3547	 m	 3.45	 3.36	 3.56
D-Glucose	 3.53 	 0.3549	 m	 3.45	 3.36	 3.56
D-Glucose	 3.52 	 0.2997	 m	 3.45	 3.36	 3.56
D-Glucose	 3.51 	 0.2945	 m	 3.45	 3.36	 3.56
D-Glucose	 3.49 	 0.4225	 m	 3.45	 3.36	 3.56
D-Glucose	 3.48 	 1.0000	 m	 3.45	 3.36	 3.56
D-Glucose	 3.46 	 0.9013	 m	 3.45	 3.36	 3.56
D-Glucose	 3.46 	 0.2721	 m	 3.45	 3.36	 3.56
D-Glucose	 3.45 	 0.4156	 m	 3.45	 3.36	 3.56
D-Glucose	 3.45 	 0.4213	 m	 3.45	 3.36	 3.56
D-Glucose	 3.44 	 0.3995	 m	 3.45	 3.36	 3.56
D-Glucose	 3.44 	 0.3680	 m	 3.45	 3.36	 3.56
D-Glucose	 3.42 	 0.2840	 m	 3.45	 3.36	 3.56
D-Glucose	 3.41 	 0.8390	 m	 3.45	 3.36	 3.56
D-Glucose	 3.40 	 0.4679	 m	 3.45	 3.36	 3.56
D-Glucose	 3.39 	 0.8179	 m	 3.45	 3.36	 3.56
D-Glucose	 3.39 	 0.2779	 m	 3.45	 3.36	 3.56
D-Glucose	 3.38 	 0.3189	 m	 3.45	 3.36	 3.56
D-Glucose	 3.90 	 0.4822	 m	 3.79	 3.67	 3.92
D-Glucose	 3.90 	 0.5022	 m	 3.79	 3.67	 3.92
D-Glucose	 3.88 	 0.6194	 m	 3.79	 3.67	 3.92
D-Glucose	 3.88 	 0.6200	 m	 3.79	 3.67	 3.92
D-Glucose	 3.85 	 0.2246	 m	 3.79	 3.67	 3.92
D-Glucose	 3.84 	 0.2758	 m	 3.79	 3.67	 3.92
D-Glucose	 3.83 	 0.2722	 m	 3.79	 3.67	 3.92
D-Glucose	 3.82 	 0.6359	 m	 3.79	 3.67	 3.92
D-Glucose	 3.82 	 0.2466	 m	 3.79	 3.67	 3.92
D-Glucose	 3.81 	 0.2183	 m	 3.79	 3.67	 3.92
D-Glucose	 3.80 	 0.1966	 m	 3.79	 3.67	 3.92
D-Glucose	 3.77 	 0.3464	 m	 3.79	 3.67	 3.92
D-Glucose	 3.76 	 0.3271	 m	 3.79	 3.67	 3.92
D-Glucose	 3.75 	 0.2639	 m	 3.79	 3.67	 3.92
D-Glucose	 3.74 	 0.1464	 m	 3.79	 3.67	 3.92
D-Glucose	 3.73 	 0.5426	 m	 3.79	 3.67	 3.92
D-Glucose	 3.72 	 0.7939	 m	 3.79	 3.67	 3.92
D-Glucose	 3.71 	 0.4751	 m	 3.79	 3.67	 3.92
D-Glucose	 3.70 	 0.6160	 m	 3.79	 3.67	 3.92
D-Glucose	 3.70 	 0.5539	 m	 3.79	 3.67	 3.92
D-Glucose	 3.69 	 0.3486	 m	 3.79	 3.67	 3.92
D-Glucose	 4.64 	 0.6349	 d	 4.63	 4.61	 4.65
D-Glucose	 4.63 	 0.6456	 d	 4.63	 4.61	 4.65
D-Glucose	 5.23 	 0.5574	 d	 5.22	 5.21	 5.24
D-Glucose	 5.22 	 0.5618	 d	 5.22	 5.21	 5.24
D-Glucose	 5.23 	 0.5574	 d	 5.22	 5.21	 5.24
D-Glucose	 5.22 	 0.5618	 d	 5.22	 5.21	 5.24
Guanidoacetic acid	 3.78 	 1.0000 	 s	 3.78	 3.71	 3.84
Guanidoacetic acid	 3.78 	 1.0000 	 s	 3.78	 3.71	 3.84
Formic acid	 8.44	 1.0000	 s	 8.44	 8.38	 8.51
Formic acid	 8.44	 1.0000	 s	 8.44	 8.38	 8.51
D-Galactose	 3.46 	 0.4695 	 dd	 3.48	 3.45	 3.51
D-Galactose	 3.48 	 0.5036 	 dd	 3.48	 3.45	 3.51
D-Galactose	 3.48 	 0.6077 	 dd	 3.48	 3.45	 3.51
D-Galactose	 3.50 	 0.5261 	 dd	 3.48	 3.45	 3.51
D-Galactose	 3.62 	 0.5521 	 dd	 3.64	 3.61	 3.66
D-Galactose	 3.63 	 0.5496 	 dd	 3.64	 3.61	 3.66
D-Galactose	 3.64 	 0.4081 	 dd	 3.64	 3.61	 3.66
D-Galactose	 3.65 	 0.4268 	 dd	 3.64	 3.61	 3.66
D-Galactose	 3.68 	 0.2687 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.69 	 0.3528 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.70 	 0.4021 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.70 	 0.4061 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.71 	 0.4695 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.72 	 0.4057 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.72 	 0.3853 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.73 	 0.5522 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.73 	 0.5505 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.74 	 0.8662 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.75 	 1.0000 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.76 	 0.4687 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.77 	 0.1270 	 m	 3.72	 3.67	 3.77
D-Galactose	 3.78 	 0.1459 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.79 	 0.1910 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.80 	 0.3137 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.81 	 0.3251 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.83 	 0.2718 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.84 	 0.2579 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.85 	 0.1050 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.86 	 0.1240 	 m	 3.82	 3.78	 3.87
D-Galactose	 3.92 	 0.5421 	 d	 3.92	 3.91	 3.93
D-Galactose	 3.92 	 0.5125 	 d	 3.92	 3.91	 3.93
D-Galactose	 3.98 	 0.2607 	 d	 3.98	 3.97	 3.99
D-Galactose	 3.98 	 0.2189 	 d	 3.98	 3.97	 3.99
D-Galactose	 4.06 	 0.1165 	 t	 4.07	 4.06	 4.09
D-Galactose	 4.07 	 0.1565 	 t	 4.07	 4.06	 4.09
D-Galactose	 4.08 	 0.0910 	 t	 4.07	 4.06	 4.09
D-Galactose	 5.25 	 0.1585 	 d	 5.26	 5.25	 5.27
D-Galactose	 5.26 	 0.1559 	 d	 5.26	 5.25	 5.27
D-Galactose	 5.25 	 0.1585 	 d	 5.26	 5.25	 5.27
D-Galactose	 5.26 	 0.1559 	 d	 5.26	 5.25	 5.27
L-Malic acid	 2.33	 0.7902	 dd	 2.35	 2.32	 2.38
L-Malic acid	 2.34	 0.8080	 dd	 2.35	 2.32	 2.38
L-Malic acid	 2.35	 0.9234	 dd	 2.35	 2.32	 2.38
L-Malic acid	 2.37	 0.9405	 dd	 2.35	 2.32	 2.38
L-Malic acid	 2.65	 0.9638	 dd	 2.66	 2.63	 2.69
L-Malic acid	 2.65	 1.0000	 dd	 2.66	 2.63	 2.69
L-Malic acid	 2.67	 0.8319	 dd	 2.66	 2.63	 2.69
L-Malic acid	 2.68	 0.8517	 dd	 2.66	 2.63	 2.69
L-Malic acid	 4.28	 0.6540	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.29	 0.7024	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.30	 0.6707	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.31	 0.6716	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.28	 0.6540	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.29	 0.7024	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.30	 0.6707	 dd	 4.29	 4.27	 4.32
L-Malic acid	 4.31	 0.6716	 dd	 4.29	 4.27	 4.32
L-Isoleucine	 0.91	 0.4271	 t	 0.93	 0.91	 0.95
L-Isoleucine	 0.93	 1.0000	 t	 0.93	 0.91	 0.95
L-Isoleucine	 0.94	 0.4869	 t	 0.93	 0.91	 0.95
L-Isoleucine	 0.99	 0.9347	 d	 1	 0.98	 1.01
L-Isoleucine	 1.00	 0.9620	 d	 1	 0.98	 1.01
L-Isoleucine	 1.21	 0.0179	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.22	 0.0507	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.23	 0.0229	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.23	 0.0548	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.24	 0.0569	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.24	 0.0668	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.25	 0.0431	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.25	 0.0579	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.26	 0.0621	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.26	 0.0722	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.27	 0.0219	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.27	 0.0621	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.28	 0.0182	 ddd	 1.25	 1.2	 1.29
L-Isoleucine	 1.42	 0.0192	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.43	 0.0217	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.44	 0.0595	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.44	 0.0656	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.45	 0.0625	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.46	 0.0718	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.46	 0.0685	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.47	 0.0548	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.47	 0.0533	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.48	 0.0485	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.48	 0.0159	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.49	 0.0144	 ddd	 1.46	 1.42	 1.5
L-Isoleucine	 1.94	 0.0081	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.94	 0.0147	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.95	 0.0287	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.95	 0.0461	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.96	 0.0454	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.96	 0.0545	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.97	 0.0559	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.97	 0.0554	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.97	 0.0537	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.98	 0.0450	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.98	 0.0436	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.99	 0.0211	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.99	 0.0276	 m	 1.97	 1.93	 2.01
L-Isoleucine	 1.99	 0.0138	 m	 1.97	 1.93	 2.01
L-Isoleucine	 2.00	 0.0076	 m	 1.97	 1.93	 2.01
L-Isoleucine	 3.66	 0.3633	 d	 3.66	 3.65	 3.67
L-Isoleucine	 3.66	 0.3645	 d	 3.66	 3.65	 3.67
L-Isoleucine	 3.66	 0.3633	 d	 3.66	 3.65	 3.67
L-Isoleucine	 3.66	 0.3645	 d	 3.66	 3.65	 3.67
L-Histidine	 3.13	 0.2477	 dd	 3.16	 3.12	 3.18
L-Histidine	 3.14	 0.2564	 dd	 3.16	 3.12	 3.18
L-Histidine	 3.16	 0.4247	 dd	 3.16	 3.12	 3.18
L-Histidine	 3.17	 0.4393	 dd	 3.16	 3.12	 3.18
L-Histidine	 3.23	 0.4161	 dd	 3.23	 3.22	 3.28
L-Histidine	 3.24	 0.4509	 dd	 3.23	 3.22	 3.28
L-Histidine	 3.25	 0.2500	 dd	 3.23	 3.22	 3.28
L-Histidine	 3.25	 0.2368	 dd	 3.23	 3.22	 3.28
L-Histidine	 3.26	 0.2572	 dd	 3.23	 3.22	 3.28
L-Histidine	 3.97	 0.5138	 dd	 3.98	 3.96	 4.01
L-Histidine	 3.98	 0.2515	 dd	 3.98	 3.96	 4.01
L-Histidine	 3.98	 0.5953	 dd	 3.98	 3.96	 4.01
L-Histidine	 3.99	 0.6203	 dd	 3.98	 3.96	 4.01
L-Histidine	 3.99	 0.2734	 dd	 3.98	 3.96	 4.01
L-Histidine	 3.99	 0.4932	 dd	 3.98	 3.96	 4.01
L-Histidine	 7.09	 1.0000	 d	 7.09	 7.07	 7.11
L-Histidine	 7.09	 0.9588	 d	 7.09	 7.07	 7.11
L-Histidine	 7.90	 0.8629	 d	 7.9	 7.88	 7.92
L-Histidine	 7.90	 0.8028	 d	 7.9	 7.88	 7.92
L-Histidine	 7.90	 0.8629	 d	 7.9	 7.88	 7.92
L-Histidine	 7.90	 0.8028	 d	 7.9	 7.88	 7.92
L-Lysine	 1.41	 0.0156	 m	 1.46	 1.38	 1.55
L-Lysine	 1.41	 0.0314	 m	 1.46	 1.38	 1.55
L-Lysine	 1.41	 0.0393	 m	 1.46	 1.38	 1.55
L-Lysine	 1.41	 0.0514	 m	 1.46	 1.38	 1.55
L-Lysine	 1.41	 0.0420	 m	 1.46	 1.38	 1.55
L-Lysine	 1.42	 0.0559	 m	 1.46	 1.38	 1.55
L-Lysine	 1.43	 0.0414	 m	 1.46	 1.38	 1.55
L-Lysine	 1.43	 0.0512	 m	 1.46	 1.38	 1.55
L-Lysine	 1.43	 0.0404	 m	 1.46	 1.38	 1.55
L-Lysine	 1.44	 0.1007	 m	 1.46	 1.38	 1.55
L-Lysine	 1.45	 0.0534	 m	 1.46	 1.38	 1.55
L-Lysine	 1.46	 0.1040	 m	 1.46	 1.38	 1.55
L-Lysine	 1.47	 0.0493	 m	 1.46	 1.38	 1.55
L-Lysine	 1.47	 0.0544	 m	 1.46	 1.38	 1.55
L-Lysine	 1.47	 0.0531	 m	 1.46	 1.38	 1.55
L-Lysine	 1.48	 0.0515	 m	 1.46	 1.38	 1.55
L-Lysine	 1.49	 0.0433	 m	 1.46	 1.38	 1.55
L-Lysine	 1.50	 0.0357	 m	 1.46	 1.38	 1.55
L-Lysine	 1.50	 0.0552	 m	 1.46	 1.38	 1.55
L-Lysine	 1.50	 0.0536	 m	 1.46	 1.38	 1.55
L-Lysine	 1.50	 0.0513	 m	 1.46	 1.38	 1.55
L-Lysine	 1.52	 0.0573	 m	 1.46	 1.38	 1.55
L-Lysine	 1.53	 0.0301	 m	 1.46	 1.38	 1.55
L-Lysine	 1.69	 0.1760	 m	 1.72	 1.67	 1.75
L-Lysine	 1.70	 0.3853	 m	 1.72	 1.67	 1.75
L-Lysine	 1.70	 0.3390	 m	 1.72	 1.67	 1.75
L-Lysine	 1.71	 0.4606	 m	 1.72	 1.67	 1.75
L-Lysine	 1.73	 0.3058	 m	 1.72	 1.67	 1.75
L-Lysine	 1.74	 0.0985	 m	 1.72	 1.67	 1.75
L-Lysine	 1.74	 0.1040	 m	 1.72	 1.67	 1.75
L-Lysine	 1.85	 0.0603	 m	 1.89	 1.83	 1.95
L-Lysine	 1.87	 0.1256	 m	 1.89	 1.83	 1.95
L-Lysine	 1.88	 0.3211	 m	 1.89	 1.83	 1.95
L-Lysine	 1.88	 0.1625	 m	 1.89	 1.83	 1.95
L-Lysine	 1.89	 0.3291	 m	 1.89	 1.83	 1.95
